N,mean,std,p,cfint,p_single
100000,0.2460246313381351,0.0027079225942260353,7.241675450349171e-59,0.005307430757605286,0.0
50000,0.24497401413041106,0.004215189926418892,3.06163569608765e-53,0.008261620443777068,0.0
25000,0.2060202269136401,0.007676216611987513,1.6225245593178194e-43,0.015045108097023613,5.703162967565734e-159
10000,0.12999522102802527,0.008384320068528872,1.2726157016172367e-36,0.01643296536917299,1.615530575695035e-54
5000,0.05123040321028741,0.011460526566891857,3.2003191753389622e-21,0.022462219314972505,3.908030039543554e-06
2500,-0.04322793364109042,0.01714471761372062,0.9999999999999861,0.033603029048001914,0.9941548214669262
1000,-0.17890925252140075,0.026796219331839656,1.0,0.05251962481224168,0.9999999999877776
